id,node_id,temperature,humidity,pressure,altitude,soil_moisture,created_at
1482,node_1,27.45,64.79145,1003.456,68.8735,34,2025-11-08 22:24:42.000+00
1483,node_2,27.93,64.68012,1008.331,52.09839,45,2025-11-08 22:24:47.000+00
1484,node_1,28.1,64.69807,1009.578,72.34608,38,2025-11-08 22:29:47.000+00
1485,node_2,27.72,65.63849,1001.474,47.26515,42,2025-11-08 22:29:52.000+00
1486,node_1,27.48,63.42021,1001.412,69.02039,38,2025-11-08 22:34:52.000+00
1487,node_2,27.65,66.66524,1006.08,46.48723,40,2025-11-08 22:34:57.000+00
1488,node_1,27.64,65.89705,1004.098,67.68237,35,2025-11-08 22:39:57.000+00
1489,node_2,27.06,63.81861,1005.588,49.82611,44,2025-11-08 22:40:02.000+00
1490,node_1,28.31,65.44275,1001.439,72.32869,40,2025-11-08 22:45:02.000+00
1491,node_2,28.72,66.4883,1008.005,48.5482,42,2025-11-08 22:45:07.000+00
1492,node_1,27.4,63.79604,1002.888,67.27093,37,2025-11-08 22:50:07.000+00
1493,node_2,27.77,66.9235,1002.9,52.2785,40,2025-11-08 22:50:12.000+00
1494,node_1,27.32,63.70525,1009.223,69.03087,37,2025-11-08 22:55:12.000+00
1495,node_2,27.55,63.74919,1003.279,48.89829,44,2025-11-08 22:55:17.000+00
1496,node_1,27.92,63.70818,1004.809,63.26324,42,2025-11-08 23:00:17.000+00
1497,node_2,27.42,67.47455,1008.461,50.58621,42,2025-11-08 23:00:22.000+00
1498,node_1,27.44,64.81137,1004.324,73.68657,38,2025-11-08 23:05:22.000+00
1499,node_2,27.64,65.18146,1003.745,51.38323,45,2025-11-08 23:05:27.000+00
1500,node_1,27.4,64.83275,1002.882,68.45165,32,2025-11-08 23:10:27.000+00
1501,node_2,27.2,65.73936,1003.999,56.37367,43,2025-11-08 23:10:32.000+00
1502,node_1,28.19,66.95435,1003.665,70.61637,36,2025-11-08 23:15:32.000+00
1503,node_2,27.54,65.97397,1000.516,47.67318,42,2025-11-08 23:15:37.000+00
1504,node_1,28.18,66.23795,1002.646,75.34872,33,2025-11-08 23:20:37.000+00
1505,node_2,28.45,65.21498,1005.937,49.25798,44,2025-11-08 23:20:42.000+00
1506,node_1,27.87,66.2651,1004.854,73.04781,35,2025-11-08 23:25:42.000+00
1507,node_2,26.84,66.67721,1003.418,48.78986,39,2025-11-08 23:25:47.000+00
1508,node_1,27.97,66.22086,1003.942,68.70563,36,2025-11-08 23:30:47.000+00
1509,node_2,27.71,65.42849,1002.849,43.63974,42,2025-11-08 23:30:52.000+00
1510,node_1,27.7,67.37006,1007.116,70.03559,39,2025-11-08 23:35:52.000+00
1511,node_2,27.44,68.20138,1005.941,47.05764,46,2025-11-08 23:35:57.000+00
1512,node_1,27.58,63.9783,1006.71,73.94135,36,2025-11-08 23:40:57.000+00
1513,node_2,28.21,64.53542,1005.529,49.95359,42,2025-11-08 23:41:02.000+00
1514,node_1,26.83,67.8319,1005.726,68.92479,40,2025-11-08 23:46:02.000+00
1515,node_2,26.99,67.68241,1001.558,46.325,42,2025-11-08 23:46:07.000+00
1516,node_1,27.0,65.50229,1003.53,63.54126,37,2025-11-08 23:51:07.000+00
1517,node_2,27.45,68.68814,1002.202,49.90764,40,2025-11-08 23:51:12.000+00
1518,node_1,27.91,66.50957,1006.325,66.88234,39,2025-11-08 23:56:12.000+00
1519,node_2,27.7,68.59838,1003.354,52.45394,43,2025-11-08 23:56:17.000+00
1520,node_1,27.09,65.50805,1007.894,65.28103,40,2025-11-09 00:01:17.000+00
1521,node_2,27.67,66.48832,1003.678,46.84236,43,2025-11-09 00:01:22.000+00
1522,node_1,27.38,67.45873,1005.611,67.30702,37,2025-11-09 00:06:22.000+00
1523,node_2,27.23,65.45703,1003.537,48.08754,43,2025-11-09 00:06:27.000+00
1524,node_1,27.53,65.60856,1008.01,70.48839,35,2025-11-09 00:11:27.000+00
1525,node_2,25.96,66.23268,1002.84,54.48509,44,2025-11-09 00:11:32.000+00
1526,node_1,27.12,65.70462,1010.444,73.30521,35,2025-11-09 00:16:32.000+00
1527,node_2,27.23,65.8115,1006.689,51.47598,44,2025-11-09 00:16:37.000+00
1528,node_1,27.87,68.4464,1008.704,66.70717,41,2025-11-09 00:21:37.000+00
1529,node_2,27.1,68.05491,1004.164,48.91512,39,2025-11-09 00:21:42.000+00
1530,node_1,26.62,66.42347,1006.891,64.38098,36,2025-11-09 00:26:42.000+00
1531,node_2,27.48,67.09894,1003.895,56.13344,41,2025-11-09 00:26:47.000+00
1532,node_1,27.9,67.081,1007.167,74.55986,39,2025-11-09 00:31:47.000+00
1533,node_2,27.3,67.90027,1004.333,43.5926,41,2025-11-09 00:31:52.000+00
1534,node_1,28.01,66.2552,1006.786,66.91091,38,2025-11-09 00:36:52.000+00
1535,node_2,27.52,68.25882,1006.284,48.54795,43,2025-11-09 00:36:57.000+00
1536,node_1,27.77,67.85422,1003.323,69.35639,36,2025-11-09 00:41:57.000+00
1537,node_2,26.67,66.91776,1003.515,39.19674,41,2025-11-09 00:42:02.000+00
1538,node_1,27.7,67.13499,1006.989,68.50038,37,2025-11-09 00:47:02.000+00
1539,node_2,27.17,69.77108,1006.805,51.6291,42,2025-11-09 00:47:07.000+00
1540,node_1,27.66,69.78455,1006.237,73.09496,39,2025-11-09 00:52:07.000+00
1541,node_2,27.26,67.30485,1007.911,45.77324,45,2025-11-09 00:52:12.000+00
1542,node_1,27.87,66.64644,1003.476,74.72763,36,2025-11-09 00:57:12.000+00
1543,node_2,27.07,69.12383,1004.401,49.8566,41,2025-11-09 00:57:17.000+00
1544,node_1,27.66,67.34747,1007.598,67.8578,37,2025-11-09 01:02:17.000+00
1545,node_2,27.0,68.21832,1006.335,53.53526,40,2025-11-09 01:02:22.000+00
1546,node_1,27.48,68.0523,1008.274,66.1432,39,2025-11-09 01:07:22.000+00
1547,node_2,28.12,67.82322,1002.137,45.15246,43,2025-11-09 01:07:27.000+00
1548,node_1,28.19,67.28363,1005.235,78.13099,38,2025-11-09 01:12:27.000+00
1549,node_2,27.67,67.89256,1001.656,51.55961,44,2025-11-09 01:12:32.000+00
1550,node_1,27.87,67.02784,1005.771,74.25711,39,2025-11-09 01:17:32.000+00
1551,node_2,27.53,68.87387,1003.38,50.88006,46,2025-11-09 01:17:37.000+00
1552,node_1,27.62,69.27394,1005.108,67.13182,35,2025-11-09 01:22:37.000+00
1553,node_2,27.74,66.97161,1005.251,56.95291,40,2025-11-09 01:22:42.000+00
1554,node_1,28.16,66.6035,1007.936,77.79647,39,2025-11-09 01:27:42.000+00
1555,node_2,27.92,69.05338,1004.939,44.82781,45,2025-11-09 01:27:47.000+00
1556,node_1,28.01,67.78961,1006.632,73.12017,37,2025-11-09 01:32:47.000+00
1557,node_2,27.57,68.89149,1006.205,46.94339,41,2025-11-09 01:32:52.000+00
1558,node_1,27.53,68.46934,1005.387,70.31855,38,2025-11-09 01:37:52.000+00
1559,node_2,28.09,72.21766,1005.119,48.08657,45,2025-11-09 01:37:57.000+00
1560,node_1,27.75,67.00105,1005.148,65.97853,38,2025-11-09 01:42:57.000+00
1561,node_2,27.39,67.71337,1007.387,49.04052,39,2025-11-09 01:43:02.000+00
1562,node_1,27.41,67.29078,1004.679,71.28389,41,2025-11-09 01:48:02.000+00
1563,node_2,27.47,68.77257,1003.889,55.16922,39,2025-11-09 01:48:07.000+00
1564,node_1,28.0,68.79692,1005.235,68.26314,37,2025-11-09 01:53:07.000+00
1565,node_2,27.7,67.96676,1005.303,47.3109,43,2025-11-09 01:53:12.000+00
1566,node_1,28.04,67.90146,1006.925,69.8235,38,2025-11-09 01:58:12.000+00
1567,node_2,28.14,69.06851,1007.331,49.3372,41,2025-11-09 01:58:17.000+00
1568,node_1,27.76,69.68328,1005.435,72.11048,37,2025-11-09 02:03:17.000+00
1569,node_2,28.13,68.31496,1003.351,49.76654,42,2025-11-09 02:03:22.000+00
1570,node_1,27.84,69.78422,1008.186,67.32537,37,2025-11-09 02:08:22.000+00
1571,node_2,27.69,68.20408,1007.93,50.20911,42,2025-11-09 02:08:27.000+00
1572,node_1,28.7,69.41298,1002.999,66.38193,32,2025-11-09 02:13:27.000+00
1573,node_2,27.78,69.68462,1003.29,47.34209,44,2025-11-09 02:13:32.000+00
1574,node_1,28.76,66.82283,1004.082,72.58055,36,2025-11-09 02:18:32.000+00
1575,node_2,28.0,67.98307,1002.965,52.43078,44,2025-11-09 02:18:37.000+00
1576,node_1,28.59,73.31856,1010.648,68.2226,37,2025-11-09 02:23:37.000+00
1577,node_2,28.74,67.66776,1004.292,50.98122,44,2025-11-09 02:23:42.000+00
1578,node_1,27.49,71.02152,1005.283,73.51198,39,2025-11-09 02:28:42.000+00
1579,node_2,27.92,69.00755,1005.951,45.03433,42,2025-11-09 02:28:47.000+00
1580,node_1,28.12,67.37312,1001.129,73.9913,35,2025-11-09 02:33:47.000+00
1581,node_2,28.48,67.64544,1003.902,49.63824,42,2025-11-09 02:33:52.000+00
1582,node_1,27.5,69.81771,1007.225,70.25678,39,2025-11-09 02:38:52.000+00
1583,node_2,27.64,67.47367,1004.858,49.16488,44,2025-11-09 02:38:57.000+00
1584,node_1,28.27,68.98521,1004.324,69.17607,36,2025-11-09 02:43:57.000+00
1585,node_2,28.36,70.11665,1005.004,48.62834,44,2025-11-09 02:44:02.000+00
1586,node_1,28.71,67.49906,1004.364,67.28135,38,2025-11-09 02:49:02.000+00
1587,node_2,28.65,71.31772,1006.201,50.42594,40,2025-11-09 02:49:07.000+00
1588,node_1,28.47,69.18803,1004.621,63.34429,41,2025-11-09 02:54:07.000+00
1589,node_2,28.77,71.49025,1006.699,57.25633,42,2025-11-09 02:54:12.000+00
1590,node_1,27.49,67.34889,1005.823,73.3629,40,2025-11-09 02:59:12.000+00
1591,node_2,28.39,70.18206,1003.117,52.41672,43,2025-11-09 02:59:17.000+00
1592,node_1,27.75,69.17266,1007.704,69.87626,38,2025-11-09 03:04:17.000+00
1593,node_2,28.71,67.49355,1009.199,56.47736,42,2025-11-09 03:04:22.000+00
1594,node_1,28.12,68.47008,1003.882,73.09075,37,2025-11-09 03:09:22.000+00
1595,node_2,29.02,70.7432,1004.079,48.85989,45,2025-11-09 03:09:27.000+00
1596,node_1,29.05,68.71881,1005.16,67.0364,38,2025-11-09 03:14:27.000+00
1597,node_2,28.67,68.93505,1005.642,52.16911,39,2025-11-09 03:14:32.000+00
1598,node_1,28.09,69.65092,1005.476,70.66189,38,2025-11-09 03:19:32.000+00
1599,node_2,28.26,72.59413,1003.318,48.94374,44,2025-11-09 03:19:37.000+00
1600,node_1,29.0,72.27645,1003.585,70.98098,41,2025-11-09 03:24:37.000+00
1601,node_2,28.5,71.18004,1009.42,47.49463,47,2025-11-09 03:24:42.000+00
1602,node_1,28.55,69.61576,1007.556,70.30517,37,2025-11-09 03:29:42.000+00
1603,node_2,28.36,70.94642,1006.141,54.49404,45,2025-11-09 03:29:47.000+00
1604,node_1,28.5,69.75878,1004.245,67.80122,42,2025-11-09 03:34:47.000+00
1605,node_2,28.79,69.84535,1007.69,47.7793,45,2025-11-09 03:34:52.000+00
1606,node_1,27.71,67.26442,998.723,66.57417,35,2025-11-09 03:39:52.000+00
1607,node_2,28.44,68.55637,1004.726,50.17972,43,2025-11-09 03:39:57.000+00
1608,node_1,28.56,72.15116,1004.347,65.34089,38,2025-11-09 03:44:57.000+00
1609,node_2,29.32,71.21215,1008.971,45.78932,47,2025-11-09 03:45:02.000+00
1610,node_1,28.71,67.93082,1006.906,68.11234,35,2025-11-09 03:50:02.000+00
1611,node_2,28.71,71.51258,1006.578,47.87988,43,2025-11-09 03:50:07.000+00
1612,node_1,28.41,69.50637,1003.924,70.23714,38,2025-11-09 03:55:07.000+00
1613,node_2,28.37,69.40817,1005.933,49.13553,41,2025-11-09 03:55:12.000+00
1614,node_1,28.94,67.93393,1003.237,73.49324,38,2025-11-09 04:00:12.000+00
1615,node_2,28.96,71.68204,1005.181,52.77703,42,2025-11-09 04:00:17.000+00
1616,node_1,29.33,69.3059,1000.855,69.75191,39,2025-11-09 04:05:17.000+00
1617,node_2,29.22,69.0411,1005.308,53.40857,45,2025-11-09 04:05:22.000+00
1618,node_1,28.73,69.48334,1002.082,64.04594,39,2025-11-09 04:10:22.000+00
1619,node_2,29.46,71.44311,1005.47,49.19859,42,2025-11-09 04:10:27.000+00
1620,node_1,28.65,70.16311,1005.084,73.46051,39,2025-11-09 04:15:27.000+00
1621,node_2,29.41,69.58395,1010.273,53.48772,43,2025-11-09 04:15:32.000+00
1622,node_1,28.17,69.63732,1002.685,69.88503,40,2025-11-09 04:20:32.000+00
1623,node_2,28.85,67.54585,1001.038,52.4563,44,2025-11-09 04:20:37.000+00
1624,node_1,28.8,67.76104,1003.222,66.95751,37,2025-11-09 04:25:37.000+00
1625,node_2,28.41,68.49287,1004.681,51.01693,43,2025-11-09 04:25:42.000+00
1626,node_1,29.7,71.06081,1004.333,72.63704,37,2025-11-09 04:30:42.000+00
1627,node_2,28.77,70.41179,1006.771,47.16053,43,2025-11-09 04:30:47.000+00
1628,node_1,29.19,70.88919,1001.939,67.27449,35,2025-11-09 04:35:47.000+00
1629,node_2,29.54,73.21625,1004.755,51.81232,43,2025-11-09 04:35:52.000+00
1630,node_1,29.11,68.33054,1007.169,71.88304,38,2025-11-09 04:40:52.000+00
1631,node_2,29.07,69.80267,1004.95,54.99393,42,2025-11-09 04:40:57.000+00
1632,node_1,29.61,69.77474,1006.853,70.54629,39,2025-11-09 04:45:57.000+00
1633,node_2,29.21,68.25153,1004.228,46.89211,41,2025-11-09 04:46:02.000+00
1634,node_1,29.44,71.75201,1001.464,75.23758,36,2025-11-09 04:51:02.000+00
1635,node_2,29.85,70.53283,1010.986,52.16802,43,2025-11-09 04:51:07.000+00
1636,node_1,29.34,70.98673,1004.058,74.80029,39,2025-11-09 04:56:07.000+00
1637,node_2,30.07,69.41673,1007.242,54.58499,42,2025-11-09 04:56:12.000+00
1638,node_1,28.33,70.61551,1005.108,71.67223,39,2025-11-09 05:01:12.000+00
1639,node_2,29.74,70.82823,1002.347,51.89665,45,2025-11-09 05:01:17.000+00
1640,node_1,29.93,70.53543,1005.215,71.93101,42,2025-11-09 05:06:17.000+00
1641,node_2,29.52,70.77838,1006.996,56.23203,43,2025-11-09 05:06:22.000+00
1642,node_1,28.21,69.85271,1004.203,71.83681,36,2025-11-09 05:11:22.000+00
1643,node_2,30.24,69.46105,1004.107,45.32169,43,2025-11-09 05:11:27.000+00
1644,node_1,30.06,69.50244,1003.987,74.45643,37,2025-11-09 05:16:27.000+00
1645,node_2,30.07,69.2156,1005.48,43.85769,40,2025-11-09 05:16:32.000+00
1646,node_1,29.22,71.51779,1006.842,68.70209,37,2025-11-09 05:21:32.000+00
1647,node_2,30.26,71.375,1004.041,56.55719,44,2025-11-09 05:21:37.000+00
1648,node_1,29.94,67.64989,1007.112,72.74223,41,2025-11-09 05:26:37.000+00
1649,node_2,29.2,69.84835,1006.577,47.03886,41,2025-11-09 05:26:42.000+00
1650,node_1,30.09,70.47012,1003.59,70.05999,45,2025-11-09 05:31:42.000+00
1651,node_2,30.0,72.73881,1002.301,48.80052,44,2025-11-09 05:31:47.000+00
1652,node_1,29.9,67.9227,1005.23,73.36507,37,2025-11-09 05:36:47.000+00
1653,node_2,29.65,69.20531,1007.855,50.68728,43,2025-11-09 05:36:52.000+00
1654,node_1,29.93,70.46966,1000.568,72.50945,36,2025-11-09 05:41:52.000+00
1655,node_2,30.82,70.62394,1004.609,46.79683,44,2025-11-09 05:41:57.000+00
1656,node_1,29.61,69.96365,1002.752,77.37962,36,2025-11-09 05:46:57.000+00
1657,node_2,30.62,70.17901,1005.756,52.34449,45,2025-11-09 05:47:02.000+00
1658,node_1,30.15,71.97904,1002.992,70.45497,36,2025-11-09 05:52:02.000+00
1659,node_2,30.83,66.35432,1006.889,46.92873,39,2025-11-09 05:52:07.000+00
1660,node_1,30.3,71.98066,1006.765,75.92224,37,2025-11-09 05:57:07.000+00
1661,node_2,31.22,74.05889,1007.055,51.13179,45,2025-11-09 05:57:12.000+00
1662,node_1,30.99,69.69324,1006.663,65.7275,36,2025-11-09 06:02:12.000+00
1663,node_2,30.21,70.98388,1006.596,55.73482,42,2025-11-09 06:02:17.000+00
1664,node_1,30.11,71.13912,1006.728,69.43682,36,2025-11-09 06:07:17.000+00
1665,node_2,31.55,69.49955,1006.538,52.52182,42,2025-11-09 06:07:22.000+00
1666,node_1,29.73,73.48599,1005.132,69.51978,38,2025-11-09 06:12:22.000+00
1667,node_2,30.0,73.23668,1008.326,49.26977,42,2025-11-09 06:12:27.000+00
1668,node_1,30.51,70.99637,1007.063,67.08919,38,2025-11-09 06:17:27.000+00
1669,node_2,31.06,71.83989,1005.776,45.9414,42,2025-11-09 06:17:32.000+00
1670,node_1,30.7,74.64125,1001.02,68.87073,39,2025-11-09 06:22:32.000+00
1671,node_2,30.66,68.77055,1005.665,50.9482,45,2025-11-09 06:22:37.000+00
1672,node_1,30.12,71.40186,1009.387,69.82963,37,2025-11-09 06:27:37.000+00
1673,node_2,30.5,71.91441,1006.911,47.32869,42,2025-11-09 06:27:42.000+00
1674,node_1,31.05,68.76418,1006.755,71.70593,41,2025-11-09 06:32:42.000+00
1675,node_2,30.89,70.0958,1005.703,51.14877,43,2025-11-09 06:32:47.000+00
1676,node_1,30.7,71.11312,1004.631,65.90659,39,2025-11-09 06:37:47.000+00
1677,node_2,30.49,67.07765,1004.588,47.2152,43,2025-11-09 06:37:52.000+00
1678,node_1,30.96,70.86482,1005.247,74.89039,37,2025-11-09 06:42:52.000+00
1679,node_2,31.04,72.59017,1002.084,51.11102,40,2025-11-09 06:42:57.000+00
1680,node_1,31.14,73.0724,1003.325,72.77585,39,2025-11-09 06:47:57.000+00
1681,node_2,30.94,70.19232,1006.792,50.50595,43,2025-11-09 06:48:02.000+00
1682,node_1,31.15,71.62863,1007.705,76.15622,36,2025-11-09 06:53:02.000+00
1683,node_2,31.52,70.43674,1000.27,44.88212,43,2025-11-09 06:53:07.000+00
1684,node_1,31.06,69.08511,1003.844,69.80568,37,2025-11-09 06:58:07.000+00
1685,node_2,31.52,71.06302,1005.59,50.27881,42,2025-11-09 06:58:12.000+00
1686,node_1,31.3,69.75382,1006.227,72.49149,34,2025-11-09 07:03:12.000+00
1687,node_2,31.56,69.34809,1004.935,47.28261,42,2025-11-09 07:03:17.000+00
1688,node_1,30.94,69.67351,1004.424,70.4729,38,2025-11-09 07:08:17.000+00
1689,node_2,31.21,71.7403,1005.301,50.58487,44,2025-11-09 07:08:22.000+00
1690,node_1,30.99,70.24969,1005.376,71.996,36,2025-11-09 07:13:22.000+00
1691,node_2,31.87,68.63717,1003.298,56.62882,43,2025-11-09 07:13:27.000+00
1692,node_1,30.67,69.24983,1002.797,73.02191,36,2025-11-09 07:18:27.000+00
1693,node_2,31.55,69.64115,1006.464,50.07016,46,2025-11-09 07:18:32.000+00
1694,node_1,31.13,71.2381,1006.977,71.81114,35,2025-11-09 07:23:32.000+00
1695,node_2,30.56,68.89335,1004.238,54.2045,42,2025-11-09 07:23:37.000+00
1696,node_1,31.46,69.53328,1005.956,70.45758,42,2025-11-09 07:28:37.000+00
1697,node_2,32.1,69.62909,1003.846,45.34539,40,2025-11-09 07:28:42.000+00
1698,node_1,31.42,73.35845,1008.967,71.25129,39,2025-11-09 07:33:42.000+00
1699,node_2,31.54,68.50215,1006.514,47.0461,41,2025-11-09 07:33:47.000+00
1700,node_1,32.12,70.2865,1003.025,71.60638,34,2025-11-09 07:38:47.000+00
1701,node_2,31.22,69.62333,1006.483,53.62703,45,2025-11-09 07:38:52.000+00
1702,node_1,32.67,73.26405,1002.255,73.14461,36,2025-11-09 07:43:52.000+00
1703,node_2,31.49,70.02658,1004.389,47.48547,44,2025-11-09 07:43:57.000+00
1704,node_1,31.73,70.74144,1004.135,67.21788,36,2025-11-09 07:48:57.000+00
1705,node_2,31.96,71.10414,1005.463,53.8653,45,2025-11-09 07:49:02.000+00
1706,node_1,31.7,69.59563,1001.51,69.02827,40,2025-11-09 07:54:02.000+00
1707,node_2,31.87,68.81409,1002.889,50.63564,42,2025-11-09 07:54:07.000+00
1708,node_1,31.5,71.01784,1007.533,71.91563,38,2025-11-09 07:59:07.000+00
1709,node_2,31.27,72.37254,1006.42,55.09287,44,2025-11-09 07:59:12.000+00
1710,node_1,31.78,69.22999,1005.122,70.24383,37,2025-11-09 08:04:12.000+00
1711,node_2,31.36,70.24202,1008.853,53.53653,42,2025-11-09 08:04:17.000+00
1712,node_1,31.43,71.00261,1006.886,68.94264,38,2025-11-09 08:09:17.000+00
1713,node_2,31.66,70.22348,1005.363,56.44489,45,2025-11-09 08:09:22.000+00
1714,node_1,31.85,71.55894,1000.291,73.69138,39,2025-11-09 08:14:22.000+00
1715,node_2,32.3,70.47965,1005.037,51.58244,39,2025-11-09 08:14:27.000+00
1716,node_1,31.78,70.73567,1004.71,70.04912,33,2025-11-09 08:19:27.000+00
1717,node_2,32.23,71.9421,1005.812,47.03917,44,2025-11-09 08:19:32.000+00
1718,node_1,32.19,67.64296,1004.468,75.59215,36,2025-11-09 08:24:32.000+00
1719,node_2,31.87,71.01633,1006.114,43.57571,42,2025-11-09 08:24:37.000+00
1720,node_1,32.75,72.92559,1004.808,68.69121,36,2025-11-09 08:29:37.000+00
1721,node_2,31.52,70.22558,1004.604,53.14435,43,2025-11-09 08:29:42.000+00
1722,node_1,32.07,73.84932,1006.227,65.73595,33,2025-11-09 08:34:42.000+00
1723,node_2,31.92,70.59894,1007.276,55.25688,41,2025-11-09 08:34:47.000+00
1724,node_1,32.09,70.24551,1004.976,65.5083,39,2025-11-09 08:39:47.000+00
1725,node_2,32.51,69.66721,1003.044,52.17953,46,2025-11-09 08:39:52.000+00
1726,node_1,32.01,69.43748,1007.044,68.98141,39,2025-11-09 08:44:52.000+00
1727,node_2,32.6,71.64876,1005.422,52.8828,41,2025-11-09 08:44:57.000+00
1728,node_1,31.84,72.08034,1002.775,73.82405,39,2025-11-09 08:49:57.000+00
1729,node_2,32.26,71.52695,1002.664,46.59309,41,2025-11-09 08:50:02.000+00
1730,node_1,33.07,71.45298,1005.504,63.39126,38,2025-11-09 08:55:02.000+00
1731,node_2,32.12,70.01523,1001.059,49.3383,40,2025-11-09 08:55:07.000+00
1732,node_1,32.04,70.52333,1006.56,68.9322,38,2025-11-09 09:00:07.000+00
1733,node_2,32.7,69.47244,1002.652,54.94363,43,2025-11-09 09:00:12.000+00
1734,node_1,33.44,70.81346,1004.35,67.05394,38,2025-11-09 09:05:12.000+00
1735,node_2,31.96,72.1148,1006.719,47.9398,44,2025-11-09 09:05:17.000+00
1736,node_1,33.01,69.45609,1004.315,70.62247,39,2025-11-09 09:10:17.000+00
1737,node_2,33.19,71.34768,1006.804,51.33703,39,2025-11-09 09:10:22.000+00
1738,node_1,32.16,66.96351,1006.743,66.6366,42,2025-11-09 09:15:22.000+00
1739,node_2,32.65,70.74124,1005.654,54.14042,43,2025-11-09 09:15:27.000+00
1740,node_1,32.85,70.22589,1004.931,77.03687,37,2025-11-09 09:20:27.000+00
1741,node_2,32.73,69.25099,1006.811,45.79979,40,2025-11-09 09:20:32.000+00
1742,node_1,33.33,67.20021,1008.489,70.61439,40,2025-11-09 09:25:32.000+00
1743,node_2,32.45,70.3223,1006.327,51.22742,41,2025-11-09 09:25:37.000+00
1744,node_1,32.68,67.54671,1007.215,71.93293,39,2025-11-09 09:30:37.000+00
1745,node_2,32.55,68.80594,1006.133,50.43943,41,2025-11-09 09:30:42.000+00
1746,node_1,32.64,69.64711,1004.723,79.47331,38,2025-11-09 09:35:42.000+00
1747,node_2,32.84,69.71112,1004.245,52.72036,42,2025-11-09 09:35:47.000+00
1748,node_1,32.62,69.60129,1001.861,70.62142,41,2025-11-09 09:40:47.000+00
1749,node_2,32.75,66.34139,1003.726,49.28218,40,2025-11-09 09:40:52.000+00
1750,node_1,32.54,69.28884,1009.102,69.70206,34,2025-11-09 09:45:52.000+00
1751,node_2,33.45,70.41942,1003.612,49.18272,42,2025-11-09 09:45:57.000+00
1752,node_1,33.23,69.94984,1003.688,68.50805,38,2025-11-09 09:50:57.000+00
1753,node_2,33.09,68.45795,1007.539,50.88225,46,2025-11-09 09:51:02.000+00
1754,node_1,33.3,67.15298,1004.871,73.04688,38,2025-11-09 09:56:02.000+00
1755,node_2,32.4,69.80268,1004.09,50.56238,44,2025-11-09 09:56:07.000+00
1756,node_1,32.8,67.67909,1007.868,68.96999,40,2025-11-09 10:01:07.000+00
1757,node_2,33.58,69.84656,1002.245,53.42662,42,2025-11-09 10:01:12.000+00
1758,node_1,32.69,70.5624,1002.592,71.88808,39,2025-11-09 10:06:12.000+00
1759,node_2,33.36,67.04008,1005.451,49.10279,41,2025-11-09 10:06:17.000+00
1760,node_1,32.16,68.80692,1002.683,68.45773,40,2025-11-09 10:11:17.000+00
1761,node_2,32.84,68.29831,1001.369,52.69297,45,2025-11-09 10:11:22.000+00
1762,node_1,32.71,69.38115,1005.8,67.39935,39,2025-11-09 10:16:22.000+00
1763,node_2,32.58,69.58885,1000.972,49.91093,44,2025-11-09 10:16:27.000+00
1764,node_1,33.12,68.68679,1005.626,69.19489,39,2025-11-09 10:21:27.000+00
1765,node_2,33.2,69.58792,1005.131,50.24387,43,2025-11-09 10:21:32.000+00
1766,node_1,33.24,68.87974,1006.767,66.75576,39,2025-11-09 10:26:32.000+00
1767,node_2,33.63,67.50849,1002.268,51.00754,40,2025-11-09 10:26:37.000+00
1768,node_1,32.96,67.67371,1006.413,68.36211,40,2025-11-09 10:31:37.000+00
1769,node_2,32.87,69.81913,1004.962,45.95105,44,2025-11-09 10:31:42.000+00
1770,node_1,32.86,68.21941,1005.87,68.96873,37,2025-11-09 10:36:42.000+00
1771,node_2,33.43,67.89408,1003.517,50.36438,44,2025-11-09 10:36:47.000+00
1772,node_1,33.91,65.74739,1004.699,70.62358,34,2025-11-09 10:41:47.000+00
1773,node_2,32.86,65.24247,1003.674,50.39779,39,2025-11-09 10:41:52.000+00
1774,node_1,33.3,67.52604,1005.943,70.83395,38,2025-11-09 10:46:52.000+00
1775,node_2,33.24,65.67906,1007.544,47.45758,40,2025-11-09 10:46:57.000+00
1776,node_1,33.62,65.43162,1005.927,69.17231,39,2025-11-09 10:51:57.000+00
1777,node_2,33.23,67.63285,1004.334,46.32679,41,2025-11-09 10:52:02.000+00
1778,node_1,32.36,69.45732,1008.476,71.01627,37,2025-11-09 10:57:02.000+00
1779,node_2,33.07,67.4052,1005.858,49.61481,42,2025-11-09 10:57:07.000+00
1780,node_1,33.12,66.49974,1002.754,71.59103,36,2025-11-09 11:02:07.000+00
1781,node_2,33.45,66.28965,1009.091,50.91348,44,2025-11-09 11:02:12.000+00
1782,node_1,33.21,66.35598,1004.152,72.20232,39,2025-11-09 11:07:12.000+00
1783,node_2,33.34,68.06132,1003.469,45.38688,44,2025-11-09 11:07:17.000+00
1784,node_1,32.92,67.40336,1004.694,75.28894,34,2025-11-09 11:12:17.000+00
1785,node_2,32.94,68.16095,1005.867,48.47685,44,2025-11-09 11:12:22.000+00
1786,node_1,33.95,66.02286,1002.763,65.94613,36,2025-11-09 11:17:22.000+00
1787,node_2,33.44,67.46865,1006.286,49.09961,43,2025-11-09 11:17:27.000+00
1788,node_1,33.14,67.60425,1006.254,67.03441,39,2025-11-09 11:22:27.000+00
1789,node_2,33.36,66.09073,1004.902,56.72278,42,2025-11-09 11:22:32.000+00
1790,node_1,33.87,67.26861,1003.024,69.40281,38,2025-11-09 11:27:32.000+00
1791,node_2,34.04,68.00774,1004.706,50.55448,44,2025-11-09 11:27:37.000+00
